cell_type	subset_col	subset	id	metric	full	conf	lower	upper	min	max	pos	neg
K562	distToTSS (bins)	All	ARC.ARC.E2G.Score	auprc	0.5642175370742518	0.95	0.5152045763250973	0.6175502078552724	0.4696838032003929	0.6384309051312501	461	9225
K562	distToTSS (bins)	All	ArchR.Correlation	auprc	0.16880546608558972	0.95	0.1387746330358454	0.20400491134284182	0.1189484550476862	0.22384225464952567	461	9225
K562	distToTSS (bins)	All	Cicero.coaccess	auprc	0.08723359362942402	0.95	0.07602490415982957	0.1010424331971195	0.06974511417722093	0.11306885946908508	461	9225
K562	distToTSS (bins)	All	DIRECTNET.Importance	auprc	0.18744946314794908	0.95	0.15983492465514196	0.22233263203460726	0.14576503651547762	0.24580953597176441	461	9225
K562	distToTSS (bins)	All	FigR.pvalZ	auprc	0.26327633410155693	0.95	0.21870577123258875	0.3141062485077586	0.19139975444531046	0.34094431050576957	461	9225
K562	distToTSS (bins)	All	Kendall.Kendall	auprc	0.28529210077167566	0.95	0.2426051850627059	0.3309739271524762	0.21715465958147137	0.3611951649117689	461	9225
K562	distToTSS (bins)	All	SCENT.boot_basic_p.log10.signed	auprc	0.17412203076284816	0.95	0.1449344742703327	0.2071740806747352	0.1258970230571136	0.2286083901016013	461	9225
K562	distToTSS (bins)	All	STARE.ABC.Score	auprc	0.48998335250667835	0.95	0.4399609121759223	0.544721719105581	0.4004327371548103	0.5684288677631265	461	9225
K562	distToTSS (bins)	All	ScenicPlus.importance	auprc	0.2632762610821551	0.95	0.2254445931522649	0.30649292447189963	0.18517442714814195	0.3433398957325405	461	9225
K562	distToTSS (bins)	All	Signac.pvalue	auprc	0.14830521340514444	0.95	0.115473838381124	0.18354944094245076	0.10236616954671442	0.20731630775165955	461	9225
K562	distToTSS (bins)	All	SnapATAC.zvalue	auprc	0.33706917133538555	0.95	0.2885523632645341	0.38565931276386706	0.2686707478154528	0.41110685963421195	461	9225
K562	distToTSS (bins)	All	baseline.distToTSS	auprc	0.44002006200906957	0.95	0.3915619507127574	0.49232879689945136	0.352516555837974	0.5235217027119128	461	9225
K562	distToTSS (bins)	All	scATAC_ABC.ABC.Score	auprc	0.49231446166044424	0.95	0.44376416814727904	0.548005343071047	0.39428762225137454	0.5818345718412227	461	9225
K562	distToTSS (bins)	All	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.5869843988746191	0.95	0.5359152156650498	0.6388126872575108	0.5086957999669974	0.6726232023110429	461	9225
K562	distToTSS (bins)	All	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.6255083600487473	0.95	0.577828008654941	0.6727751343270729	0.5437021122842347	0.6982320728901007	461	9225
K562	distToTSS (bins)	[0,20)	ARC.ARC.E2G.Score	auprc	0.7072418496511887	0.95	0.629870332184958	0.7727515354469517	0.5478077158037873	0.8201372879066275	195	224
K562	distToTSS (bins)	[0,20)	ArchR.Correlation	auprc	0.6053127422956316	0.95	0.5284541121477173	0.6732280280678312	0.4840695984450906	0.7253338767896416	195	224
K562	distToTSS (bins)	[0,20)	Cicero.coaccess	auprc	0.5057236541408014	0.95	0.4403138463157348	0.5845403596156079	0.41055699946183505	0.6197174632609909	195	224
K562	distToTSS (bins)	[0,20)	DIRECTNET.Importance	auprc	0.5357351335669011	0.95	0.46210822580970906	0.6205018360367325	0.42289415809315545	0.6670643089085525	195	224
K562	distToTSS (bins)	[0,20)	FigR.pvalZ	auprc	0.4650523034298432	0.95	0.37894956421977793	0.5500792073299143	0.3281428673875546	0.6091271401013288	195	224
K562	distToTSS (bins)	[0,20)	Kendall.Kendall	auprc	0.6946772569840338	0.95	0.6240316009805328	0.7606768475500423	0.5635083944166672	0.7972515358269314	195	224
K562	distToTSS (bins)	[0,20)	SCENT.boot_basic_p.log10.signed	auprc	0.649004656309098	0.95	0.5748747017742377	0.7242462397659687	0.5280514531361711	0.7626615030107913	195	224
K562	distToTSS (bins)	[0,20)	STARE.ABC.Score	auprc	0.6382885761898442	0.95	0.5628549458217249	0.7206645711741456	0.5249576227353026	0.7625405043945167	195	224
K562	distToTSS (bins)	[0,20)	ScenicPlus.importance	auprc	0.6603481756584973	0.95	0.5924595274555213	0.7238218094402005	0.564685717710489	0.751633623539543	195	224
K562	distToTSS (bins)	[0,20)	Signac.pvalue	auprc	0.37191119013119134	0.95	0.29924636980722663	0.45168784959458225	0.21203826914843213	0.5034034314123942	195	224
K562	distToTSS (bins)	[0,20)	SnapATAC.zvalue	auprc	0.6713168010166011	0.95	0.6010750845997039	0.7381058899106363	0.541034869213444	0.7796475031091301	195	224
K562	distToTSS (bins)	[0,20)	baseline.distToTSS	auprc	0.643556983916356	0.95	0.573202862720347	0.7234609641631248	0.5320688932600424	0.768735309705523	195	224
K562	distToTSS (bins)	[0,20)	scATAC_ABC.ABC.Score	auprc	0.6422756658873024	0.95	0.5603035911322463	0.7212890552745532	0.5187829201422987	0.7714303955204947	195	224
K562	distToTSS (bins)	[0,20)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.7119407359952812	0.95	0.629337681152959	0.7815693937959612	0.5941021494295451	0.8379566190938079	195	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.7504325755901969	0.95	0.6831937082110375	0.8076745063725128	0.617532071494648	0.8498261170949627	195	224
K562	distToTSS (bins)	[20,100)	ARC.ARC.E2G.Score	auprc	0.519123188134631	0.95	0.4384401987945528	0.5899925501417268	0.3973284300691448	0.6367109195019466	189	1188
K562	distToTSS (bins)	[20,100)	ArchR.Correlation	auprc	0.20416052329965315	0.95	0.1624393951251466	0.2550770963602805	0.14358121398039658	0.30493837263803836	189	1188
K562	distToTSS (bins)	[20,100)	Cicero.coaccess	auprc	0.14551260952077028	0.95	0.12306649793323367	0.17446948016122305	0.1121275609108328	0.19647457922988992	189	1188
K562	distToTSS (bins)	[20,100)	DIRECTNET.Importance	auprc	0.26509313026094944	0.95	0.20897582325331088	0.3292522233953223	0.18355907498644936	0.354277461016822	189	1188
K562	distToTSS (bins)	[20,100)	FigR.pvalZ	auprc	0.187783722435105	0.95	0.1271348567241522	0.25626739151392613	0.09720160859837922	0.29453500606395205	189	1188
K562	distToTSS (bins)	[20,100)	Kendall.Kendall	auprc	0.4478608070949478	0.95	0.3645103253733425	0.5270516343247348	0.3283882072480041	0.5702366802900476	189	1188
K562	distToTSS (bins)	[20,100)	SCENT.boot_basic_p.log10.signed	auprc	0.3165979502605555	0.95	0.24932393764557922	0.3893957880209398	0.2107237742579982	0.460798914396337	189	1188
K562	distToTSS (bins)	[20,100)	STARE.ABC.Score	auprc	0.3810428300097382	0.95	0.3162660159244679	0.44964569624739664	0.2732944002863032	0.49434774044303864	189	1188
K562	distToTSS (bins)	[20,100)	ScenicPlus.importance	auprc	0.2494300470527393	0.95	0.1986989761564102	0.30927471888150665	0.18059691512174972	0.3604134416155993	189	1188
K562	distToTSS (bins)	[20,100)	Signac.pvalue	auprc	0.17123746493920958	0.95	0.12421766718165475	0.2277285048723054	0.09340645857913167	0.25480163770177694	189	1188
K562	distToTSS (bins)	[20,100)	SnapATAC.zvalue	auprc	0.4025955681084747	0.95	0.33097037531056456	0.48329726611746654	0.28132201276220753	0.527497671942924	189	1188
K562	distToTSS (bins)	[20,100)	baseline.distToTSS	auprc	0.24084910779562635	0.95	0.19721890407953682	0.2920303964664352	0.16813020584324256	0.326553119745822	189	1188
K562	distToTSS (bins)	[20,100)	scATAC_ABC.ABC.Score	auprc	0.3997117230592463	0.95	0.330195528855226	0.4771769310652864	0.28781847300678925	0.5196417843143558	189	1188
K562	distToTSS (bins)	[20,100)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.5902215237101447	0.95	0.512274311474887	0.6605155550262964	0.4574990480555998	0.7162357781559595	189	1188
K562	distToTSS (bins)	[20,100)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.6147856610825804	0.95	0.5312613178197184	0.6817687311354407	0.49105342464343466	0.7178659147162156	189	1188
K562	distToTSS (bins)	[100,2.5e+03)	ARC.ARC.E2G.Score	auprc	0.18547198832777714	0.95	0.09919468631176762	0.2848280454701884	0.05804895449332546	0.32583746753790765	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	ArchR.Correlation	auprc	0.051982255563358865	0.95	0.019892607561845337	0.10400202969882268	0.012824383085737448	0.13540508866314943	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	Cicero.coaccess	auprc	0.015330439170038217	0.95	0.010459711227895952	0.022328176687053163	0.007804210712457723	0.030927565373827622	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	DIRECTNET.Importance	auprc	0.026521737660782255	0.95	0.011570095140561397	0.05413494504411711	0.005225028783268461	0.07580805093067927	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	Kendall.Kendall	auprc	0.1479701356239111	0.95	0.07292241958398049	0.2329718848011622	0.033251547509788315	0.2952570645629606	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	SCENT.boot_basic_p.log10.signed	auprc	0.04319928817156585	0.95	0.02116716622761581	0.07656653308666304	0.013825687296722058	0.11208005273840538	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	STARE.ABC.Score	auprc	0.1103527067221973	0.95	0.05215072167853624	0.18756452966208603	0.025822689093278704	0.2516925986344492	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	ScenicPlus.importance	auprc	0.020464065239836425	0.95	0.006867347532862843	0.05967260570989014	0.003297358430033483	0.08909828327039063	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	Signac.pvalue	auprc	0.04515169195031755	0.95	0.016704149870392208	0.10238839595649485	0.007528798444474596	0.16847037020945776	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	SnapATAC.zvalue	auprc	0.1485320580487404	0.95	0.06826265195649744	0.24404322970318146	0.028118498165545496	0.291088342834456	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	baseline.distToTSS	auprc	0.025397829960136106	0.95	0.01541229301094869	0.044236424821856205	0.012035389611828562	0.0642547095992342	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scATAC_ABC.ABC.Score	auprc	0.0627533287020501	0.95	0.03312647647407513	0.11802076007646205	0.023185764987478354	0.16102893459396234	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.1838519652472799	0.95	0.10171577369136929	0.2970809725138648	0.06100101710061347	0.3623196628484052	77	7813
K562	distToTSS (bins)	[100,2.5e+03)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.28572646435521903	0.95	0.1814368320460355	0.3907594818040679	0.11860245508096118	0.4536887872366981	77	7813
