cluster	model	AUPRC	AUPRC_95CI_low	AUPRC_95CI_high	precision_70_pct_recall	precision_70_pct_recall_95CI_low	precision_70_pct_recall_95CI_high	threshold_70_pct_recall	precision_50_pct_recall	precision_50_pct_recall_95CI_low	precision_50_pct_recall_95CI_high	threshold_50_pct_recall	precision_model_threshold	precision_model_threshold_95CI_low	precision_model_threshold_95CI_high	recall_model_threshold	recall_model_threshold_95CI_low	recall_model_threshold_95CI_high	pct_missing_pos	pct_missing_neg	pct_missing_total
atac_30000_rna_3000_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6141320324903843	0.5679234180391675	0.6596458255765227	0.5289907973787292	0.48921025746341595	0.5670488152430484	0.180425806070824	0.7017990713168615	0.6505342630654642	0.7476909310677642	0.457426134751472	0.5235767647551901	0.4814477850570714	0.565008025682183	0.7029884916997806	0.6573567859659085	0.7411128383359928	0.07939914163090128	0.10449574726609964	0.10336491974473022
atac_30000_rna_3000_cells_7821	multiome_powerlaw_v3	0.6091028853673831	0.5579971885946656	0.6544831989874857	0.5225711990982047	0.48156614594158	0.5622950819672131	0.174904559321314	0.7008492609393883	0.6493739666264557	0.7499758080248727	0.457426134751472	0.5240540822066336	0.4809957265682788	0.5618354352214148	0.6983832779098593	0.6518928743037301	0.7356777999098202	0.07939914163090128	0.10449574726609964	0.10336491974473022
atac_33387_rna_3339_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6079407875038083	0.5536852120535836	0.6496887758346749	0.5471114364821861	0.5099393767541611	0.5876522461421312	0.194148045532085	0.6597388873501907	0.613444550773271	0.7147147147147147	0.412052464826832	0.5336193567934349	0.4917169251382338	0.5717811481276238	0.7197261386181135	0.6807350867151986	0.7590478199799481	0.07510729613733906	0.10510328068043742	0.10375169212918198
atac_33387_rna_3339_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6045851774675166	0.5563761939781932	0.6496338937260309	0.5178056426936022	0.4778187172055844	0.5551021756004602	0.181412301508321	0.6980029881793048	0.6505404619278439	0.7446780509475202	0.487702146852919	0.5127855972141138	0.4714069736122653	0.5482681436320104	0.7030483080630269	0.6610717173156911	0.7434405032776464	0.07939914163090128	0.10510328068043742	0.10394507832140785
atac_33387_rna_3339_cells_7821	multiome_powerlaw_v3	0.6032344942635953	0.5556951995384978	0.6508628430983643	0.5133463994687026	0.47422934276646905	0.5550548286560254	0.178274102580649	0.6979044047242926	0.6527546681720597	0.7486973069309429	0.487702146852919	0.5101360621559022	0.47172415272106455	0.5521880106298003	0.6995180125292004	0.6586267619211287	0.7383988697191445	0.07939914163090128	0.10510328068043742	0.10394507832140785
atac_30000_rna_3000_cells_1000	multiome_powerlaw_v3_noTPMfilter	0.6018627286763825	0.5512080452623116	0.652421425726033	0.5495759543277081	0.5089523364486401	0.5896266777570552	0.166861840093112	0.6956780995517273	0.6452147738341368	0.7418586859403011	0.39050535271767	0.5606932822556059	0.518884483742529	0.6032124146673667	0.6838920122250896	0.6406440453106308	0.7276780320834304	0.07296137339055794	0.12353179424868367	0.12125314252562366
atac_20000_rna_2000_cells_2000	multiome_powerlaw_v3_noTPMfilter	0.6006076644694603	0.5497953143960407	0.646157067220584	0.5201972549314041	0.47840506874915456	0.559947148569247	0.145678181553018	0.6826919503678296	0.6313480752327011	0.7258566978193146	0.37996470878622	0.558187407504064	0.5203344995254051	0.6025532319440627	0.6835830322932904	0.6340175859260284	0.7196381515614737	0.07510729613733906	0.12494937221547185	0.12270353896731773
atac_30000_rna_3000_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6000742206442048	0.5489901772351292	0.6478274285861074	0.5312190904796462	0.49611538259316157	0.5721502513388114	0.177731321192595	0.6654891049531736	0.6129677633567568	0.7127186114509738	0.418897933935653	0.5298550157054258	0.49036608633948947	0.5718813436787513	0.7016996917892917	0.6540705289903863	0.741111678425288	0.07725321888412018	0.10773592547590118	0.1063624057242313
atac_33387_rna_3339_cells_5000	multiome_powerlaw_v3	0.5993099082802573	0.547508187633408	0.6463538252795744	0.5434299270957912	0.5031545640067109	0.5880998832767006	0.186974392622901	0.6596984789745627	0.6059698246474148	0.7099794340618308	0.410847169092547	0.5313806335365682	0.49195225348020294	0.571768115639517	0.7083075470665097	0.667022274235763	0.75	0.07510729613733906	0.10510328068043742	0.10375169212918198
atac_30000_rna_3000_cells_500	multiome_powerlaw_v3_noTPMfilter	0.5987169558243638	0.5429993181141574	0.6489052508839251	0.531474550568371	0.48704835688203624	0.5687285223367697	0.137414086469822	0.7030460215558519	0.6515213621467068	0.7507522620331304	0.365449823367041	0.5752436978210899	0.5289543235273109	0.611076027908732	0.6583308559449859	0.6145817456703179	0.7011273160511173	0.08369098712446352	0.15087079789388416	0.14784374395668148
