cluster	model	AUPRC	AUPRC_95CI_low	AUPRC_95CI_high	precision_70_pct_recall	precision_70_pct_recall_95CI_low	precision_70_pct_recall_95CI_high	threshold_70_pct_recall	precision_50_pct_recall	precision_50_pct_recall_95CI_low	precision_50_pct_recall_95CI_high	threshold_50_pct_recall	precision_model_threshold	precision_model_threshold_95CI_low	precision_model_threshold_95CI_high	recall_model_threshold	recall_model_threshold_95CI_low	recall_model_threshold_95CI_high	pct_missing_pos	pct_missing_neg	pct_missing_total
atac_30000_rna_6000_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6227063736489633	0.566011634251486	0.6656090363332492	0.5115849674946766	0.4748494187267092	0.5498954563308138	0.164923479481422	0.7017394464222202	0.6549654524428702	0.7514770157756939	0.456766163701942	0.5260496094709749	0.48786448374284824	0.5665797032413701	0.6936964664166992	0.651596749002638	0.7344583161627752	0.07081545064377683	0.10419198055893074	0.10268806807193967
atac_30000_rna_6000_cells_5000	multiome_powerlaw_v3	0.6175143382068348	0.5692588060141748	0.6598842435879775	0.5076234552990883	0.4687403179676186	0.5479729074842719	0.16045154059861	0.6986198900043146	0.652268691307527	0.7439005703674417	0.454720014513369	0.5250652192693938	0.4824041803754879	0.5663088039070545	0.6864828574096028	0.6429760619881408	0.7270288822098534	0.07081545064377683	0.10419198055893074	0.10268806807193967
atac_30000_rna_6000_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6173994643032527	0.5696073594723975	0.6625746700828907	0.5473301592720532	0.5085192942103399	0.5850309059019847	0.19238416594504	0.706949594257571	0.6552705835420723	0.7572929202616102	0.449476408069933	0.5279174258436705	0.4883148983954867	0.5680512864842447	0.7058319540053951	0.6583783611826738	0.7486712575127181	0.07939914163090128	0.10560955852571892	0.10442854380197254
atac_33387_rna_6677_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6157472910889011	0.5704793588133265	0.665213234118391	0.5135243322162868	0.4751704492581179	0.5527960664917269	0.173030856254498	0.6921839907624028	0.6427000147586712	0.7408443438702885	0.459410101838838	0.5161003963963642	0.476936813735703	0.556401527922168	0.6997065082338276	0.6585719768646561	0.741928202865881	0.07939914163090128	0.10510328068043742	0.10394507832140785
atac_30000_rna_6000_cells_7821	multiome_powerlaw_v3	0.6146259476924948	0.563318558427502	0.6575158973380696	0.5350437771521779	0.49916869324403046	0.576674935250678	0.18394234781195	0.706002502640029	0.6568788161435669	0.7522709653276107	0.447262705503844	0.5270452244641428	0.4896391476338217	0.5661791128972942	0.7009063284714335	0.6599575717291576	0.7419757669710413	0.07939914163090128	0.10560955852571892	0.10442854380197254
atac_33387_rna_6677_cells_7821	multiome_powerlaw_v3	0.6133009777851858	0.5643869855910599	0.6575201209447462	0.5114483372901364	0.47299938335998776	0.5453474535262505	0.170526550065099	0.6894336017814892	0.635587331811072	0.7382485662347237	0.455721674380903	0.5154901288464525	0.4802945089137954	0.5544871794871795	0.6949859685411691	0.6510465976677943	0.7381567489016017	0.07939914163090128	0.10510328068043742	0.10394507832140785
atac_33387_rna_6677_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6122263379762894	0.567750279539976	0.6606907312080691	0.5278024372434232	0.4892688068317187	0.5641078566401969	0.175582911784247	0.7342083314711528	0.6858910194975465	0.7832641657446121	0.463669788411753	0.5282431226212273	0.4904501285427814	0.5648322258236321	0.6977975087111694	0.6551621228953599	0.7407808373089878	0.0815450643776824	0.10409072498987444	0.10307484045639141
atac_20000_rna_4000_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6089847654825712	0.556193124100954	0.6562973340484201	0.5474467184973739	0.510290194163396	0.5886840550642	0.175364486619834	0.6717758686595015	0.6200926806646896	0.7157746596006554	0.406369421875792	0.5484281768732677	0.5093318467925391	0.5917212405970698	0.6993241512634211	0.6580486956111402	0.7419342717639514	0.07296137339055794	0.11492507087889833	0.11303422935602397
atac_33387_rna_6677_cells_1000	multiome_powerlaw_v3_noTPMfilter	0.6075670963246166	0.5577223392703318	0.6510684266979121	0.531992425263506	0.4930510633588549	0.5718783859656205	0.162004543673599	0.6611578639523304	0.6104189185934602	0.7084468664850136	0.362317335501474	0.5606919277131152	0.5168771363499912	0.6006735222190394	0.6862979259919393	0.6442516268980477	0.7295495343628977	0.07081545064377683	0.12839206156338598	0.12579771804293174
atac_33387_rna_6677_cells_5000	multiome_powerlaw_v3	0.6072198257866169	0.5618409399914097	0.6548539746148628	0.5190898707933502	0.47773114766346725	0.5569473285030933	0.169182584518558	0.7289451176755818	0.6754002081158159	0.7788142754893511	0.457468690951822	0.5263439906785539	0.48855180535835346	0.5701051972504977	0.6919934754247659	0.6425430700034764	0.7297297297297297	0.0815450643776824	0.10409072498987444	0.10307484045639141
