cluster	model	AUPRC	AUPRC_95CI_low	AUPRC_95CI_high	precision_70_pct_recall	precision_70_pct_recall_95CI_low	precision_70_pct_recall_95CI_high	threshold_70_pct_recall	precision_50_pct_recall	precision_50_pct_recall_95CI_low	precision_50_pct_recall_95CI_high	threshold_50_pct_recall	precision_model_threshold	precision_model_threshold_95CI_low	precision_model_threshold_95CI_high	recall_model_threshold	recall_model_threshold_95CI_low	recall_model_threshold_95CI_high	pct_missing_pos	pct_missing_neg	pct_missing_total
atac_33387_rna_16694_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6310992527049498	0.581691591245684	0.6723799087004787	0.5613595676059959	0.5182618721489151	0.6009633339367662	0.182690564370604	0.6955626603062665	0.6447528733096884	0.7441817106425879	0.427933089403677	0.554661409342543	0.5198514789837405	0.5992935167972057	0.7018750923481678	0.6616175053095577	0.7448770088551718	0.07296137339055794	0.1061158363710004	0.10462192999419842
atac_33387_rna_16694_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6285510788170771	0.5877185502068996	0.6733029670648034	0.5456073476353154	0.507907773155312	0.5848400725823092	0.180773943236647	0.7390471577411193	0.6895281671994618	0.7873366502903587	0.466796491832795	0.5411278013080271	0.5029823208151023	0.5844342980447876	0.7066416588361747	0.6624970510312835	0.7434797976580665	0.07939914163090128	0.10510328068043742	0.10394507832140785
atac_33387_rna_16694_cells_5000	multiome_powerlaw_v3	0.6277046318618031	0.5808888685377948	0.6705734722971575	0.5307365160167139	0.4902807411148125	0.5702508524686086	0.15945602733121	0.6972230979626722	0.6461928515316252	0.7400582031353476	0.427933089403677	0.5548197762885935	0.519160983934695	0.5952411005834264	0.6947421554407944	0.652287822829015	0.7380761139099614	0.07296137339055794	0.1061158363710004	0.10462192999419842
atac_20000_rna_10000_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6244859978469929	0.5766836144481822	0.6691891658987622	0.5093035278499761	0.46718339311003726	0.5464705561655026	0.158659363184971	0.7256997687361474	0.6755969225427203	0.7715531264704033	0.46604708660511	0.5366725917276056	0.49524859807360155	0.5768346785266897	0.6906940770902006	0.6436849638846931	0.7265903821474927	0.07939914163090128	0.10733090319967598	0.10607232643589248
atac_30000_rna_15000_cells_7821	multiome_powerlaw_v3_noTPMfilter	0.6240799415686932	0.5783421844301634	0.669776994108085	0.5470951599401869	0.5090201419772573	0.5880582757970091	0.182466840729717	0.6956218089185738	0.6406664143391589	0.7401709020145415	0.445850481215093	0.540310735039961	0.5017988646829773	0.5825355589594072	0.7095448498228593	0.6658927582630774	0.7460674157303371	0.07939914163090128	0.10591332523288781	0.10471862309031135
atac_33387_rna_16694_cells_7821	multiome_powerlaw_v3	0.6238177337692113	0.5796114200344664	0.6683763071043952	0.5442818947154412	0.49865473782223974	0.5812075648044315	0.179251328554871	0.7399167644454551	0.6833796393671032	0.7853347671207163	0.464281906192136	0.540876846616318	0.5011482772372664	0.5805109822830627	0.7016056815844832	0.6584602132787198	0.741296252448133	0.07939914163090128	0.10510328068043742	0.10394507832140785
atac_20000_rna_10000_cells_7821	multiome_powerlaw_v3	0.6226658267882769	0.5715337141809188	0.6631976395231547	0.5095835647675486	0.46992447215656774	0.5486952150883079	0.15762941838277	0.7128072349296278	0.6560652634949228	0.7583706552826947	0.456159815111766	0.536963882488703	0.4946007769103715	0.574894048820977	0.6853778105505525	0.6365321332515241	0.7226909294219652	0.07939914163090128	0.10733090319967598	0.10607232643589248
atac_30000_rna_15000_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6221418572645113	0.5747138539642797	0.6682807868195534	0.5359755308855328	0.49493820111162634	0.5763477813849721	0.163841145757937	0.7073714642147183	0.6568521196210027	0.7607448239552728	0.43897937222068	0.5494608128048298	0.5088328089932946	0.5873475673315817	0.6913730989072407	0.6483050847457628	0.7317801156008423	0.06866952789699571	0.10378695828270555	0.10220460259137498
atac_30000_rna_15000_cells_7821	multiome_powerlaw_v3	0.6208175152582439	0.5650330782714007	0.6604004205222416	0.5449248199342714	0.5012124803201159	0.5829219088229506	0.18048684549805	0.6945198434319019	0.6416027119483874	0.7409817856234239	0.445850481215093	0.5404510738686268	0.5019172896700598	0.5823953567354098	0.7077768219057076	0.6610229206895133	0.7423115012880855	0.07939914163090128	0.10591332523288781	0.10471862309031135
atac_30000_rna_15000_cells_5000	multiome_powerlaw_v3	0.6167297676343694	0.5657531560126219	0.65836813765463	0.5206338730692884	0.48102458772031886	0.5591175923300239	0.15399959102061	0.7145958634294809	0.661022218927784	0.7598608484534402	0.440769520966488	0.5497370385652013	0.5044395272699491	0.5892716924594368	0.6856510226066175	0.6421917303577342	0.7242329395723598	0.06866952789699571	0.10378695828270555	0.10220460259137498
atac_20000_rna_10000_cells_5000	multiome_powerlaw_v3_noTPMfilter	0.6088436182109238	0.5653327772417845	0.6565776328123561	0.5126824173522846	0.47392703704793	0.5513702622475203	0.152484618448095	0.6772742836190574	0.6228991724984614	0.7234096219398047	0.404304205840761	0.5339177830621148	0.49728205211583987	0.5766766613570424	0.682387977242203	0.6381854935547625	0.7202072806972198	0.07939914163090128	0.10479951397326853	0.10365499903306905
atac_30000_rna_15000_cells_1000	multiome_powerlaw_v3_noTPMfilter	0.6061015567827551	0.5512561662259859	0.649359672087479	0.5330542297932663	0.4924544903237486	0.5691424626955108	0.155468022435025	0.7209393734719597	0.6714513052678689	0.7634812708404247	0.406688588689692	0.5617274403776206	0.520584000098681	0.6029604693738689	0.6797982371636532	0.6303279326827399	0.7176527257061268	0.08369098712446352	0.12343053867962737	0.12163991491007542
atac_33387_rna_16694_cells_2000	multiome_powerlaw_v3_noTPMfilter	0.6056142342799603	0.5579642050848953	0.6547839551129063	0.5488175985629582	0.5055272207464999	0.5852356320571884	0.167044638452819	0.6898385361122885	0.6367916123208072	0.7337554159014111	0.393479066215226	0.5595918255825642	0.5235668092979208	0.5971257470224473	0.6894144873418764	0.6422526917127018	0.7270031900552775	0.07939914163090128	0.11208991494532199	0.11061690195320054
