Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	pred_name_long	hex	key	recall.linking.rounded	plotting_label
PBMC5_T	0.986500230865606	T	12	9	298	0.0402684563758389	0.0302013422818792	0.75	scE2G_multiome	44.099530685662	25.3403781754902	76.7458399092349	0.282683786989885	3.4154007883141e-13	scE2G (Multiome)	#792374	scE2G (Multiome) (PBMC5_T)	0.03	scE2G (Multiome) (PBMC5_T) (0.03)
PBMC5_T	0.985429049111914	T	13	9	298	0.0436241610738255	0.0302013422818792	0.692307692307692	scE2G_ATAC	31.0969977217055	18.2804338284251	52.8993609440541	0.271066195238073	2.28938157577373e-12	scE2G (scATAC)	#006479	scE2G (scATAC) (PBMC5_T)	0.03	scE2G (scATAC) (PBMC5_T) (0.03)
PBMC5_T	-418.5	T	12	9	298	0.0402684563758389	0.0302013422818792	0.75	ABC_distanceToTSS	24.9189044310996	14.3201686143423	43.3620451524825	0.282636720713037	4.76899372280806e-10	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (PBMC5_T)	0.03	In element (ABC (A=scATAC)) & distance to TSS (PBMC5_T) (0.03)
PBMC5_T	0.652775901249407	T	10	9	298	0.0335570469798658	0.0302013422818792	0.9	STARE	24.6786669492407	13.4220044037932	45.3759799258766	0.310742293808434	5.58535179903997e-08	STARE (gABC, power law)	#96ced3	STARE (gABC, power law) (PBMC5_T)	0.03	STARE (gABC, power law) (PBMC5_T) (0.03)
BMMC5_T	-418.5	T	12	9	298	0.0402684563758389	0.0302013422818792	0.75	ABC_distanceToTSS	22.1636897300376	12.7369957487415	38.5671120678447	0.282629959844222	2.07346403696924e-09	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (BMMC5_T)	0.03	In element (ABC (A=scATAC)) & distance to TSS (BMMC5_T) (0.03)
BMMC5_T	-0.959274729171934	T	39	9	298	0.130872483221477	0.0302013422818792	0.230769230769231	SCENT	20.0227859807499	14.7516067932694	27.1775111721277	0.155879860294889	2.96462717376089e-31	SCENT (FDR)	#a5a083	SCENT (FDR) (BMMC5_T)	0.03	SCENT (FDR) (BMMC5_T) (0.03)
BMMC5_T	0.043164718262743	T	32	9	298	0.10738255033557	0.0302013422818792	0.28125	Kendall	19.9698342360172	14.3209085308463	27.8469957792851	0.169647118495256	1.71760982557838e-26	Kendall correlation (access. at E x expr. at G)	#d3a9ce	Kendall correlation (access. at E x expr. at G) (BMMC5_T)	0.03	Kendall correlation (access. at E x expr. at G) (BMMC5_T) (0.03)
BMMC5_T	0.591578186764008	T	10	9	298	0.0335570469798658	0.0302013422818792	0.9	STARE	19.7397777196293	10.7361931741862	36.2939468486146	0.310727750688222	5.95277153910473e-07	STARE (gABC, power law)	#96ced3	STARE (gABC, power law) (BMMC5_T)	0.03	STARE (gABC, power law) (BMMC5_T) (0.03)
PBMC5_T	-0.755648375031602	T	42	9	298	0.140939597315436	0.0302013422818792	0.214285714285714	SCENT	18.7804295047737	14.0278493810771	25.1431650570441	0.148865362296935	4.85334453118783e-33	SCENT (FDR)	#a5a083	SCENT (FDR) (PBMC5_T)	0.03	SCENT (FDR) (PBMC5_T) (0.03)
PBMC5_T	0.0314549504454823	T	59	9	298	0.197986577181208	0.0302013422818792	0.152542372881356	Kendall	11.285576041015	8.92218077174447	14.2750107665248	0.119892537725874	4.44607840527899e-37	Kendall correlation (access. at E x expr. at G)	#d3a9ce	Kendall correlation (access. at E x expr. at G) (PBMC5_T)	0.03	Kendall correlation (access. at E x expr. at G) (PBMC5_T) (0.03)
PBMC5_T	-0.26519907772832	T	17	9	298	0.0570469798657718	0.0302013422818792	0.529411764705882	SnapATAC	8.01943765012106	4.98135888719789	12.9104089226455	0.242946085748169	2.95547143949557e-06	SnapATAC (p-value)	#5e5948	SnapATAC (p-value) (PBMC5_T)	0.03	SnapATAC (p-value) (PBMC5_T) (0.03)
PBMC5_T	0.00270092581042847	T	14	9	298	0.0469798657718121	0.0302013422818792	0.642857142857143	ScenicPlus	7.9792527725976	4.69110151953756	13.5721801252518	0.271013831526285	0.00014364876129621	SCENIC+ (importance)	#c5c1a5	SCENIC+ (importance) (PBMC5_T)	0.03	SCENIC+ (importance) (PBMC5_T) (0.03)
PBMC5_T	-0.690178318575744	T	17	9	298	0.0570469798657718	0.0302013422818792	0.529411764705882	FigR	7.83127259053388	4.86448146320579	12.607475401259	0.242945739452303	4.2402896531833e-06	FigR (p-value)	#bc9678	FigR (p-value) (PBMC5_T)	0.03	FigR (p-value) (PBMC5_T) (0.03)
BMMC5_T	0	T	18	9	298	0.0604026845637584	0.0302013422818792	0.5	ScenicPlus	7.59664207112842	4.7187421182894	12.2297360843611	0.242945307642172	6.6554937829564e-06	SCENIC+ (importance)	#c5c1a5	SCENIC+ (importance) (BMMC5_T)	0.03	SCENIC+ (importance) (BMMC5_T) (0.03)
BMMC5_T	-0.943912999991313	T	18	9	298	0.0604026845637584	0.0302013422818792	0.5	SnapATAC	7.53930176383848	4.68312549158604	12.1374221528639	0.242945202114018	7.53942129120251e-06	SnapATAC (p-value)	#5e5948	SnapATAC (p-value) (BMMC5_T)	0.03	SnapATAC (p-value) (BMMC5_T) (0.03)
