Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	pred_name_long	hex	key	recall.linking.rounded	plotting_label
BMMC5_Erythroid	0.02791075	blood	341	282	2861	0.119189094722125	0.0985669346382384	0.826979472140762	scABC	12.7055113175453	11.4701769271056	14.0738908271581	0.0521874411575106	6.95695297654147e-234	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (BMMC5_Erythroid)	0.099	ABC (A=scATAC, C=power law) (BMMC5_Erythroid) (0.099)
K562	0.035111	blood	340	286	2861	0.11883956658511	0.0999650471862985	0.841176470588235	scABC	12.0991754965816	10.9286332232201	13.3950920217586	0.0519147617669215	1.11372603148827e-229	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (K562)	0.1	ABC (A=scATAC, C=power law) (K562) (0.1)
BMMC5_Erythroid	0.0477927011632653	blood	349	286	2861	0.121985319818245	0.0999650471862985	0.819484240687679	STARE	11.5976911968662	10.4866381445166	12.8264596569684	0.0513806147635378	2.1569820696054e-228	STARE (gABC, power law)	#96ced3	STARE (gABC, power law) (BMMC5_Erythroid)	0.1	STARE (gABC, power law) (BMMC5_Erythroid) (0.1)
K562	-10704.4285714286	blood	353	287	2861	0.123383432366306	0.100314575323314	0.813031161473088	ABC_distanceToTSS	11.443071066118	10.3591203266511	12.6404435217675	0.0507749519249281	1.43752022535511e-231	In element (ABC) & distance to TSS	#96a0b3	In element (ABC) & distance to TSS (K562)	0.1	In element (ABC) & distance to TSS (K562) (0.1)
BMMC5_Erythroid	-13452.0714285714	blood	354	289	2861	0.123732960503321	0.101013631597344	0.81638418079096	ABC_distanceToTSS	11.2250155901211	10.1634179015861	12.3975001538409	0.0506897218885397	1.19716166557767e-229	In element (ABC) & distance to TSS	#96a0b3	In element (ABC) & distance to TSS (BMMC5_Erythroid)	0.101	In element (ABC) & distance to TSS (BMMC5_Erythroid) (0.101)
BMMC5_Erythroid	0.34654927557646	blood	372	286	2861	0.130024466969591	0.0999650471862985	0.768817204301075	scE2G_ATAC	10.4187338177749	9.45477090127295	11.4809777517751	0.0495346055911904	6.22849584137764e-229	scE2G (scATAC)	#006479	scE2G (scATAC) (BMMC5_Erythroid)	0.1	scE2G (scATAC) (BMMC5_Erythroid) (0.1)
BMMC5_Erythroid	0.183658441883782	blood	365	289	2861	0.127577770010486	0.101013631597344	0.791780821917808	scE2G_multiome	10.1701070192468	9.22330809362135	11.2140975594715	0.0498575306426904	7.26806853861527e-223	scE2G (Multiome)	#792374	scE2G (Multiome) (BMMC5_Erythroid)	0.101	scE2G (Multiome) (BMMC5_Erythroid) (0.101)
K562	0.0544147872857143	blood	373	295	2861	0.130373995106606	0.103110800419434	0.79088471849866	STARE	9.81661884427632	8.91392670065808	10.8107244730526	0.0492161586045904	3.81169157734059e-223	STARE (gABC, power law)	#96ced3	STARE (gABC, power law) (K562)	0.103	STARE (gABC, power law) (K562) (0.103)
K562	0.366918792512342	blood	373	284	2861	0.130373995106606	0.0992659909122684	0.761394101876676	scE2G_ATAC	9.3616525452224	8.49948659984367	10.3112743749818	0.0492948176552243	8.82107963278074e-216	scE2G (scATAC)	#006479	scE2G (scATAC) (K562)	0.099	scE2G (scATAC) (K562) (0.099)
K562	0.124164328887592	blood	386	289	2861	0.134917860887801	0.101013631597344	0.748704663212435	scE2G_multiome	7.1726678146953	6.52780933260946	7.8812295149252	0.0480652995129993	3.08663829942938e-187	scE2G (Multiome)	#792374	scE2G (Multiome) (K562)	0.101	scE2G (Multiome) (K562) (0.101)
K562	0.0523308225338615	blood	399	287	2861	0.139461726668997	0.100314575323314	0.719298245614035	DNase_ENCODE_rE2G	6.69972309960731	6.10353371354881	7.3541478949763	0.0475510249712526	7.63460051327061e-182	ENCODE-rE2G (A=DNase, C=average Hi-C)	#DC6464	ENCODE-rE2G (A=DNase, C=average Hi-C) (K562)	0.1	ENCODE-rE2G (A=DNase, C=average Hi-C) (K562) (0.1)
K562	0.00317652467570072	blood	568	287	2861	0.198531981824537	0.100314575323314	0.505281690140845	ScenicPlus	4.67427706000622	4.33652908812636	5.03833033047645	0.0382661278170623	5.8627745852497e-194	SCENIC+ (importance)	#c5c1a5	SCENIC+ (importance) (K562)	0.1	SCENIC+ (importance) (K562) (0.1)
K562	-0.447590905015167	blood	573	284	2861	0.200279622509612	0.0992659909122684	0.495636998254799	FigR	4.6476597107479	4.31366958151708	5.00750935571482	0.0380490930387714	8.75061175537317e-195	FigR (p-value)	#bc9678	FigR (p-value) (K562)	0.099	FigR (p-value) (K562) (0.099)
K562	-0.448798439232541	blood	572	288	2861	0.199930094372597	0.100664103460329	0.503496503496504	SnapATAC	4.62984641676505	4.29677274363088	4.98873901921066	0.0380922714060065	1.22018578627231e-193	SnapATAC (p-value)	#5e5948	SnapATAC (p-value) (K562)	0.101	SnapATAC (p-value) (K562) (0.101)
K562	-0.390215203933562	blood	578	284	2861	0.202027263194687	0.0992659909122684	0.491349480968858	Signac	4.58303573304048	4.25547719753475	4.93580756172161	0.0378347241987006	5.937916168267e-194	Signac (p-value)	#916953	Signac (p-value) (K562)	0.099	Signac (p-value) (K562) (0.099)
K562	0	blood	565	277	2861	0.197483397413492	0.0968192939531632	0.490265486725664	DIRECTNET	4.53201446528291	4.20346278803574	4.88624644709448	0.0383975810905555	1.71931304176369e-188	DIRECTNET (high-confidence)	#e0dcca	DIRECTNET (high-confidence) (K562)	0.097	DIRECTNET (high-confidence) (K562) (0.097)
