cell_type	subset_col	subset	id	metric	full	conf	lower	upper	min	max	pos	neg
K562	distToTSS (bins)	All	ARC.ARC.E2G.Score	auprc	0.5626358420443522	0.95	0.5138922930620254	0.6131237591388272	0.49208309109072695	0.6402714856850498	466	9234
K562	distToTSS (bins)	All	ArchR.Correlation	auprc	0.0989594249520216	0.95	0.0795373490872521	0.12094702103716812	0.07123426179772824	0.13625436685552755	466	9234
K562	distToTSS (bins)	All	Cicero.coaccess	auprc	0.14660130065965826	0.95	0.12190521788189011	0.174110324275415	0.11063997836758321	0.1915666958018993	466	9234
K562	distToTSS (bins)	All	DIRECTNET.Importance	auprc	0.10054090758026231	0.95	0.08151167501997918	0.12484337192361258	0.06770313958014305	0.14100556454240126	466	9234
K562	distToTSS (bins)	All	FigR.pvalZ	auprc	0.12759477097124913	0.95	0.10420691381499374	0.15683136361421282	0.09121559461916509	0.18386921324206018	466	9234
K562	distToTSS (bins)	All	Kendall.Kendall	auprc	0.2771347787631631	0.95	0.23271279726107125	0.31887413631849315	0.19296678802502426	0.3540202068049544	466	9234
K562	distToTSS (bins)	All	SCENT.boot_basic_p.log10.signed	auprc	0.12639021238443474	0.95	0.10730553771910777	0.14794631650197174	0.09892428306232914	0.16120650304733852	466	9234
K562	distToTSS (bins)	All	STARE.ABC.Score	auprc	0.4823296083084417	0.95	0.4319599849054945	0.5372250362527987	0.41626236770683117	0.5712947290333259	466	9234
K562	distToTSS (bins)	All	ScenicPlus.importance	auprc	0.12388776696240321	0.95	0.09851798634357284	0.1538467368099255	0.08361180485051374	0.17427260952961907	466	9234
K562	distToTSS (bins)	All	Signac.pvalue	auprc	0.17102229150526746	0.95	0.1369710837414805	0.21118683825311857	0.1198993975429181	0.23932188761540543	466	9234
K562	distToTSS (bins)	All	SnapATAC.z	auprc	0.22748000664840776	0.95	0.18712002801645497	0.26840544663989047	0.1612116133357612	0.2920463857364908	466	9234
K562	distToTSS (bins)	All	baseline.distToTSS	auprc	0.44126825097596045	0.95	0.3915495651151072	0.4948381540494776	0.3662309838833885	0.5275590553109816	466	9234
K562	distToTSS (bins)	All	scATAC_ABC.ABC.Score	auprc	0.49177504123558463	0.95	0.4424642860515345	0.5477174101630329	0.4152359228264288	0.5822003049751663	466	9234
K562	distToTSS (bins)	All	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.5909175784717455	0.95	0.5415662613136867	0.6424135765273326	0.5059221888710298	0.6651030506073721	466	9234
K562	distToTSS (bins)	All	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.6164299966618602	0.95	0.5686017460831572	0.6630902452743668	0.5473271782028905	0.685088712189913	466	9234
K562	distToTSS (bins)	All	scE2G_multiome.ignoreTPM.E2G.Score.cv.qnorm.ignoreTPM	auprc	0.6295814421075306	0.95	0.5819800912284735	0.677176087072392	0.5645979054309472	0.6959470460025066	466	9234
K562	distToTSS (bins)	[0,20)	ARC.ARC.E2G.Score	auprc	0.7029586455051225	0.95	0.631605652105904	0.7679103502477808	0.5849888271337242	0.8145872128358289	196	224
K562	distToTSS (bins)	[0,20)	ArchR.Correlation	auprc	0.6004129016920079	0.95	0.522837340973003	0.6701900543326624	0.4728766470830481	0.7052712970204271	196	224
K562	distToTSS (bins)	[0,20)	Cicero.coaccess	auprc	0.5741357279513571	0.95	0.49819682190566045	0.6525725243675154	0.43589988134863467	0.6950873930658122	196	224
K562	distToTSS (bins)	[0,20)	DIRECTNET.Importance	auprc	0.5313977567705409	0.95	0.4579993688887717	0.6125312354658237	0.40993334789204827	0.6516788153952647	196	224
K562	distToTSS (bins)	[0,20)	FigR.pvalZ	auprc	0.6100736520839976	0.95	0.5321499837780693	0.6896211275946539	0.45414176041030535	0.7312147763451029	196	224
K562	distToTSS (bins)	[0,20)	Kendall.Kendall	auprc	0.6901733561045683	0.95	0.6232163026508939	0.7510957125283693	0.5728589128938398	0.7957590178575847	196	224
K562	distToTSS (bins)	[0,20)	SCENT.boot_basic_p.log10.signed	auprc	0.5733862874362823	0.95	0.5128501088757893	0.6390243222582432	0.46732507164818904	0.6982991386806077	196	224
K562	distToTSS (bins)	[0,20)	STARE.ABC.Score	auprc	0.629557570707353	0.95	0.5544871927911299	0.7051163239431933	0.49596081976444417	0.7586985064118174	196	224
K562	distToTSS (bins)	[0,20)	ScenicPlus.importance	auprc	0.6161597868186837	0.95	0.5398712745957701	0.6868137241468786	0.4987696227040303	0.7233015479097964	196	224
K562	distToTSS (bins)	[0,20)	Signac.pvalue	auprc	0.6269110888035869	0.95	0.5484572537791411	0.7012713030051829	0.4940208612957846	0.720454853207114	196	224
K562	distToTSS (bins)	[0,20)	SnapATAC.z	auprc	0.661971841475201	0.95	0.586468776062412	0.7268677152518248	0.5235375582039542	0.769303729998175	196	224
K562	distToTSS (bins)	[0,20)	baseline.distToTSS	auprc	0.6457019527074097	0.95	0.5698206383264393	0.7123865527113235	0.5027465885686296	0.746923916817534	196	224
K562	distToTSS (bins)	[0,20)	scATAC_ABC.ABC.Score	auprc	0.6369278081246327	0.95	0.5603221227564897	0.7059966335557325	0.5024937576604795	0.7373894676258974	196	224
K562	distToTSS (bins)	[0,20)	scE2G_ATAC.E2G.Score.cv.qnorm	auprc	0.7114265064023998	0.95	0.6386579146281934	0.7774391030268808	0.5855782663195755	0.8135157733063795	196	224
K562	distToTSS (bins)	[0,20)	scE2G_multiome.E2G.Score.cv.qnorm	auprc	0.7379677627220773	0.95	0.6716778306545932	0.8008000881613851	0.6270757868778024	0.8478672885779333	196	224
