Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	pred_name_long	hex	key	recall.linking.rounded	plotting_label
PBMC_20_CD4.N1	0.775458320036342	Tfh	24	20	390	0.0615384615384615	0.0512820512820513	0.833333333333333	scE2G_multiome	27.4126404507549	18.6077523867902	40.3838594184985	0.197669932466323	1.01014847550909e-22	scE2G (Multiome)	#792374	scE2G (Multiome) (PBMC_20_CD4.N1)	0.051	scE2G (Multiome) (PBMC_20_CD4.N1) (0.051)
PBMC_22_CD4.M	0.897335358721127	Tfh	21	19	390	0.0538461538461539	0.0487179487179487	0.904761904761905	scE2G_multiome	25.5563782500821	16.8606906550254	38.7367565554974	0.212198801045045	6.47672934868083e-19	scE2G (Multiome)	#792374	scE2G (Multiome) (PBMC_22_CD4.M)	0.049	scE2G (Multiome) (PBMC_22_CD4.M) (0.049)
BMMC22_CD4_pos_T_naive	0.943804887768295	Tfh	21	20	390	0.0538461538461539	0.0512820512820513	0.952380952380952	scE2G_multiome	25.4262739360295	16.7748629994328	38.5395342001822	0.212198557590667	7.21853268138946e-19	scE2G (Multiome)	#792374	scE2G (Multiome) (BMMC22_CD4_pos_T_naive)	0.051	scE2G (Multiome) (BMMC22_CD4_pos_T_naive) (0.051)
BMMC22_CD4_pos_T_activated	0.959119501097581	Tfh	19	18	390	0.0487179487179487	0.0461538461538462	0.947368421052632	scE2G_multiome	24.9105249777039	16.0681335627648	38.6189380515726	0.22370430205898	1.17391264141797e-16	scE2G (Multiome)	#792374	scE2G (Multiome) (BMMC22_CD4_pos_T_activated)	0.046	scE2G (Multiome) (BMMC22_CD4_pos_T_activated) (0.046)
PBMC_20_CD4.N1	0.835439002441421	Tfh	24	19	390	0.0615384615384615	0.0487179487179487	0.791666666666667	scE2G_ATAC	23.3799191992811	15.8705389294777	34.4424738311582	0.197663329605434	4.74922782728638e-21	scE2G (scATAC)	#006479	scE2G (scATAC) (PBMC_20_CD4.N1)	0.049	scE2G (scATAC) (PBMC_20_CD4.N1) (0.049)
PBMC_20_CD4.N1	0.11718	Tfh	24	20	390	0.0615384615384615	0.0512820512820513	0.833333333333333	scABC	21.5311862526553	14.6156859655435	31.71879736192	0.197660302635379	3.40212922275255e-20	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (PBMC_20_CD4.N1)	0.051	ABC (A=scATAC, C=power law) (PBMC_20_CD4.N1) (0.051)
BMMC22_CD4_pos_T_activated	0.912082008493573	Tfh	25	20	390	0.0641025641025641	0.0512820512820513	0.8	scE2G_ATAC	20.8488185196768	14.2712900503445	30.4578795703144	0.1933951100817	8.53511852064854e-21	scE2G (scATAC)	#006479	scE2G (scATAC) (BMMC22_CD4_pos_T_activated)	0.051	scE2G (scATAC) (BMMC22_CD4_pos_T_activated) (0.051)
BMMC22_CD4_pos_T_naive	-969.5	Tfh	20	19	390	0.0512820512820513	0.0487179487179487	0.95	ABC_distanceToTSS	20.1353545793547	13.1409704590712	30.8525542538201	0.217729683786058	8.48578618960616e-16	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive)	0.049	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD4_pos_T_naive) (0.049)
PBMC_22_CD4.M	0.876176188522549	Tfh	24	20	390	0.0615384615384615	0.0512820512820513	0.833333333333333	scE2G_ATAC	19.8341124977002	13.2188942975291	29.7598278431626	0.207022230815768	1.68467762879669e-17	scE2G (scATAC)	#006479	scE2G (scATAC) (PBMC_22_CD4.M)	0.051	scE2G (scATAC) (PBMC_22_CD4.M) (0.051)
BMMC22_CD4_pos_T_activated	0.224520816326531	Tfh	22	20	390	0.0564102564102564	0.0512820512820513	0.909090909090909	scABC	19.5966779891696	13.0606615383202	29.403547981429	0.207021806717652	2.17318098374886e-17	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (BMMC22_CD4_pos_T_activated)	0.051	ABC (A=scATAC, C=power law) (BMMC22_CD4_pos_T_activated) (0.051)
BMMC22_CD4_pos_T_naive	0.265335510204082	Tfh	21	20	390	0.0538461538461539	0.0512820512820513	0.952380952380952	scABC	19.4076636253438	12.8043961771463	29.416256899858	0.212187295419712	2.17656941760528e-16	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (BMMC22_CD4_pos_T_naive)	0.051	ABC (A=scATAC, C=power law) (BMMC22_CD4_pos_T_naive) (0.051)
BMMC22_CD4_pos_T_naive	0.956498779337611	Tfh	19	18	390	0.0487179487179487	0.0461538461538462	0.947368421052632	scE2G_ATAC	19.3050103736019	12.452669458907	29.9279946966155	0.223692708759019	1.58671866994811e-14	scE2G (scATAC)	#006479	scE2G (scATAC) (BMMC22_CD4_pos_T_naive)	0.046	scE2G (scATAC) (BMMC22_CD4_pos_T_naive) (0.046)
