Biosample	threshold	GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	enrichment	CI_enr_low	CI_enr_high	SE_log_enr	p_adjust_enr	pred_name_long	hex	key	recall.linking.rounded	plotting_label
PBMC_11_CD14.Mono.1	0.077187	macrophage	64	56	573	0.111692844677138	0.0977312390924956	0.875	scABC	28.2716241997025	22.3074479497262	35.8303978424845	0.120888962023219	1.61100772665672e-62	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (PBMC_11_CD14.Mono.1)	0.098	ABC (A=scATAC, C=power law) (PBMC_11_CD14.Mono.1) (0.098)
PBMC_11_CD14.Mono.1	0.469356351600944	macrophage	69	57	573	0.120418848167539	0.0994764397905759	0.826086956521739	scE2G_multiome	26.8898524577555	21.4368365500913	33.7299845296801	0.115633863083873	1.56802706429878e-66	scE2G (Multiome)	#792374	scE2G (Multiome) (PBMC_11_CD14.Mono.1)	0.099	scE2G (Multiome) (PBMC_11_CD14.Mono.1) (0.099)
PBMC_12_CD14.Mono.2	0.077187	macrophage	67	56	573	0.116928446771379	0.0977312390924956	0.835820895522388	scABC	26.7867036772385	21.2697860626929	33.7345891386619	0.117664438625172	2.6894118722804e-64	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (PBMC_12_CD14.Mono.2)	0.098	ABC (A=scATAC, C=power law) (PBMC_12_CD14.Mono.2) (0.098)
PBMC_11_CD14.Mono.1	0.672490258116908	macrophage	66	57	573	0.115183246073298	0.0994764397905759	0.863636363636364	scE2G_ATAC	26.4272643464848	20.941255798951	33.350449827081	0.118713937875618	7.22805267586677e-63	scE2G (scATAC)	#006479	scE2G (scATAC) (PBMC_11_CD14.Mono.1)	0.099	scE2G (scATAC) (PBMC_11_CD14.Mono.1) (0.099)
PBMC_11_CD14.Mono.1	-6106.35714285715	macrophage	68	56	573	0.118673647469459	0.0977312390924956	0.823529411764706	ABC_distanceToTSS	26.2916488237139	20.8767095636411	33.1110990341782	0.117663994190649	8.77379872061117e-64	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (PBMC_11_CD14.Mono.1)	0.098	In element (ABC (A=scATAC)) & distance to TSS (PBMC_11_CD14.Mono.1) (0.098)
BMMC22_CD16_pos_Mono	0.51016994739233	macrophage	73	58	573	0.12739965095986	0.101221640488656	0.794520547945206	scE2G_multiome	26.2829727148235	21.071905944648	32.7827324468298	0.112747287448373	4.64111356930121e-69	scE2G (Multiome)	#792374	scE2G (Multiome) (BMMC22_CD16_pos_Mono)	0.101	scE2G (Multiome) (BMMC22_CD16_pos_Mono) (0.101)
PBMC_12_CD14.Mono.2	0.692858851157472	macrophage	69	58	573	0.120418848167539	0.101221640488656	0.840579710144928	scE2G_ATAC	26.1939072181068	20.8820474300928	32.8569685347056	0.115633257233232	8.6601390557337e-66	scE2G (scATAC)	#006479	scE2G (scATAC) (PBMC_12_CD14.Mono.2)	0.101	scE2G (scATAC) (PBMC_12_CD14.Mono.2) (0.101)
PBMC_12_CD14.Mono.2	0.469356351600944	macrophage	71	57	573	0.1239092495637	0.0994764397905759	0.802816901408451	scE2G_multiome	25.2478225226433	20.2046998004976	31.5497160774047	0.113688147484946	7.72021083373514e-67	scE2G (Multiome)	#792374	scE2G (Multiome) (PBMC_12_CD14.Mono.2)	0.099	scE2G (Multiome) (PBMC_12_CD14.Mono.2) (0.099)
BMMC22_CD14_pos_Mono	0.835439002441421	macrophage	68	57	573	0.118673647469459	0.0994764397905759	0.838235294117647	scE2G_ATAC	25.1646709322131	20.0221225112458	31.6280485633272	0.116636467674244	1.26253923957539e-63	scE2G (scATAC)	#006479	scE2G (scATAC) (BMMC22_CD14_pos_Mono)	0.099	scE2G (scATAC) (BMMC22_CD14_pos_Mono) (0.099)
PBMC_13_CD16.Mono	-6874.57142857144	macrophage	67	58	573	0.116928446771379	0.101221640488656	0.865671641791045	ABC_distanceToTSS	24.9021989689317	19.7328309623023	31.4257753828096	0.118712547019034	2.84727566411497e-61	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (PBMC_13_CD16.Mono)	0.101	In element (ABC (A=scATAC)) & distance to TSS (PBMC_13_CD16.Mono) (0.101)
BMMC22_CD14_pos_Mono	0.673424330557876	macrophage	69	58	573	0.120418848167539	0.101221640488656	0.840579710144928	scE2G_multiome	24.7592974920327	19.7384103800875	31.0573546954626	0.115632008342986	3.27829982325824e-64	scE2G (Multiome)	#792374	scE2G (Multiome) (BMMC22_CD14_pos_Mono)	0.101	scE2G (Multiome) (BMMC22_CD14_pos_Mono) (0.101)
PBMC_13_CD16.Mono	0.058752	macrophage	66	58	573	0.115183246073298	0.101221640488656	0.878787878787879	scABC	24.6148170415775	19.4641000599121	31.1285503118744	0.119786300154582	6.12008684490378e-60	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (PBMC_13_CD16.Mono)	0.101	ABC (A=scATAC, C=power law) (PBMC_13_CD16.Mono) (0.101)
PBMC_12_CD14.Mono.2	-5322.5	macrophage	62	55	573	0.108202443280977	0.0959860383944154	0.887096774193548	ABC_distanceToTSS	24.4366042107196	19.1956932744187	31.1084167065302	0.123163607795968	1.11135720349465e-56	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (PBMC_12_CD14.Mono.2)	0.096	In element (ABC (A=scATAC)) & distance to TSS (PBMC_12_CD14.Mono.2) (0.096)
BMMC22_CD16_pos_Mono	-6106.35714285715	macrophage	69	58	573	0.120418848167539	0.101221640488656	0.840579710144928	ABC_distanceToTSS	24.2784502527753	19.3170358954253	30.5141611719053	0.116635684311413	1.23716418923553e-62	In element (ABC (A=scATAC)) & distance to TSS	#96a0b3	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD16_pos_Mono)	0.101	In element (ABC (A=scATAC)) & distance to TSS (BMMC22_CD16_pos_Mono) (0.101)
PBMC_13_CD16.Mono	0.578287001328452	macrophage	64	57	573	0.111692844677138	0.0994764397905759	0.890625	scE2G_ATAC	24.1390546417592	19.0048616834211	30.6602578174061	0.122010522026985	2.17954508699428e-57	scE2G (scATAC)	#006479	scE2G (scATAC) (PBMC_13_CD16.Mono)	0.099	scE2G (scATAC) (PBMC_13_CD16.Mono) (0.099)
BMMC22_CD16_pos_Mono	0.0695813278688524	macrophage	68	56	573	0.118673647469459	0.0977312390924956	0.823529411764706	scABC	24.0224780718645	19.0749657226195	30.2532366823023	0.11766195704706	2.49842179143891e-61	ABC (A=scATAC, C=power law)	#0096a0	ABC (A=scATAC, C=power law) (BMMC22_CD16_pos_Mono)	0.098	ABC (A=scATAC, C=power law) (BMMC22_CD16_pos_Mono) (0.098)
PBMC_13_CD16.Mono	0.318446387482747	macrophage	75	58	573	0.130890052356021	0.101221640488656	0.773333333333333	scE2G_multiome	23.701000894872	19.0363196773069	29.5087208526115	0.111822750014222	4.84430544769653e-67	scE2G (Multiome)	#792374	scE2G (Multiome) (PBMC_13_CD16.Mono)	0.101	scE2G (Multiome) (PBMC_13_CD16.Mono) (0.101)
BMMC22_CD16_pos_Mono	0.63175307203578	macrophage	71	58	573	0.1239092495637	0.101221640488656	0.816901408450704	scE2G_ATAC	23.5516383143244	18.8118795692184	29.4856059038548	0.114648445097198	8.17154848415259e-64	scE2G (scATAC)	#006479	scE2G (scATAC) (BMMC22_CD16_pos_Mono)	0.101	scE2G (scATAC) (BMMC22_CD16_pos_Mono) (0.101)
