cell_type	pred_uid	pred_name_long	AUPRC	AUPRC_lowerCi	AUPRC_upperCi	PrecThresh	PrecThresh_lowerCi	PrecThresh_upperCi	threshold	PrecMinSens	PrecMinSens_lowerCi	PrecMinSens_upperCi	thresholdMinSens
K562	scE2G_multiome.E2G.Score.qnorm	scE2G (Multiome)	0.6253250370250395	0.5776214248279394	0.6707916263527465	NA	NA	NA	NA	0.5777385159010601	0.5375038930712706	0.6183016788073751	0.1882070643247884
K562	scE2G_ATAC.E2G.Score.qnorm	scE2G (ATAC)	0.6016613829629461	0.5528218581136706	0.6511844383776612	NA	NA	NA	NA	0.5477386934673367	0.5084835613875036	0.58800477740201	0.19981359753165606
K562	ARC.ARC.E2G.Score	ARC-E2G score	0.5626358420443522	0.5130021359359622	0.6096353964305087	NA	NA	NA	NA	0.496206373292868	0.4579722841905946	0.5344137917463604	0.0271614245211535
K562	scATAC_ABC.ABC.Score	ABC (A=scATAC, C=power law)	0.49177504123558463	0.44215762439103956	0.540324764237119	0.4263565891472868	0.39297077543183206	0.46007987965806446	0.015	0.44010767160161507	0.4050857471114302	0.4746996056343133	0.015764
K562	STARE.ABC.Score	STARE (gABC, power law)	0.4823296083084417	0.43280360761387504	0.5326312733056708	NA	NA	NA	NA	0.41183879093198994	0.37860633232348306	0.44456718756151925	0.0037941069
K562	baseline.distToTSS	Distance to TSS	0.44126825097596045	0.3928203006505551	0.49088737174009545	NA	NA	NA	NA	0.3171677982541222	0.2890864753369826	0.3448927593301414	-54.011
K562	SnapATAC.zvalue	SnapATAC (z-score)	0.3283467260103009	0.2805932968837379	0.3752674249372928	NA	NA	NA	NA	0.1742141715503463	0.15729760278658206	0.1921780938599429	0.486678784462591
K562	Kendall.Kendall	Kendall correlation	0.2771347787631631	0.2320932083543254	0.3192991632884064	0.09396355353075171	0.08418373030264185	0.10361099656968366	0.011	0.09457900807381776	0.08484101381272585	0.1047318632379072	0.0112429433710081
K562	FigR.pvalZ	FigR (p-value)	0.2510151992004722	0.20365968956083258	0.29974568642109395	NA	NA	NA	NA	0.04804123711340206	0.04350515463917526	0.05236851494115407	-1
K562	ScenicPlus.importance	SCENIC+ (importance)	0.2455198750390063	0.20856884235685996	0.28288314705885514	NA	NA	NA	NA	0.18339876612450925	0.1647029963066506	0.20231967125979805	0.00938617567477787
K562	DIRECTNET.Importance	DIRECTNET (importance)	0.18834530881727934	0.15759575030631734	0.22132597835181964	NA	NA	NA	NA	0.14776321735201084	0.13256115850401706	0.16300488174523517	0.00148550958171217
K562	ArchR.Correlation	ArchR (Pearson correlation)	0.1618165504166962	0.13397411682408408	0.19365141533912772	NA	NA	NA	NA	0.041748046875	0.03746054302355043	0.046480146372807625	0
K562	SCENT.boot_basic_p.log10.signed	SCENT (bootstrap p-value, -log10, signed)	0.14935150644441847	0.12923534509838527	0.17067773839556646	NA	NA	NA	NA	0.04827437909902161	0.0438436404769228	0.0525618256723431	0
K562	Signac.pvalue	Signac (p-value)	0.147473443023558	0.11335985330270404	0.1805369444115232	NA	NA	NA	NA	0.04804123711340206	0.04350515463917526	0.05236851494115407	-1
K562	Cicero.coaccess	Cicero (co-accessibility)	0.0879570387848586	0.07637891340707685	0.1008573109093859	NA	NA	NA	NA	0.04502644820023223	0.04043324824913315	0.04932945933731901	0
